,cond_evidence,cond_question,cond_rating,task,task_complete,uid,num_catch,num_correct,scenario,start
424,credible,['bard'],0.0,exculpatory_rateless,0.0,A35S1KGA2G9KGC,2.0,0.0,7.0,2021-03-08 22:18:35
425,credible,['bard'],1.0,exculpatory_rateless,0.0,A3B9MARTUU66F,3.0,1.0,11.0,2021-03-08 22:22:48
426,credible,['bard'],0.0,exculpatory_rateless,0.0,A2HDVJ3CZXV0EZ,,,2.0,2021-03-08 22:25:50
427,random,['bard'],1.0,exculpatory_rateless,0.0,A77EN6TMUN0ZM,,,,
428,inculpatory,['bard'],0.0,exculpatory_rateless,0.0,AD94YUQE36ZOD,,,2.0,2021-03-08 22:27:55
429,inculpatory,['bard'],0.0,exculpatory_rateless,0.0,A3E7YSLM7WU3AT,,,2.0,2021-03-08 22:28:01
430,credible,['bard'],0.0,exculpatory_rateless,1.0,AR9ZU4Y5NAZY4,6.0,6.0,31.0,2021-03-08 23:04:23
431,inculpatory,['bard'],0.0,exculpatory_rateless,0.0,A1L7QPDYJJG98Y,3.0,0.0,11.0,2021-03-08 22:39:39
432,inculpatory,['bard'],1.0,exculpatory_rateless,1.0,ASC9DUCC64M3P,6.0,6.0,31.0,2021-03-08 22:48:44
433,inculpatory,['bard'],1.0,exculpatory_rateless,1.0,A32OLRMBKX7121,6.0,6.0,31.0,2021-03-08 22:52:55
434,inculpatory,['bard'],0.0,exculpatory_rateless,0.0,A1I0LYDWQ5B7Z5,1.0,0.0,2.0,2021-03-08 22:52:45
435,random,['bard'],1.0,exculpatory_rateless,0.0,AL3K9E6X0U9MN,4.0,1.0,17.0,2021-03-08 22:59:10
436,random,['bard'],1.0,exculpatory_rateless,1.0,AH3DHAMDYSFP2,6.0,6.0,31.0,2021-03-08 23:05:41
437,inculpatory,['bard'],1.0,exculpatory_rateless,1.0,ABF5ENVB19SC4,6.0,6.0,31.0,2021-03-08 23:12:14
438,inculpatory,['bard'],0.0,exculpatory_rateless,1.0,A3ATU3VULAB7K2,6.0,6.0,31.0,2021-03-08 23:18:31
439,random,['bard'],1.0,exculpatory_rateless,1.0,AV6C736XAEG67,6.0,6.0,31.0,2021-03-08 23:19:51
440,random,['bard'],1.0,exculpatory_rateless,1.0,A2W7YHVVNCR6D,6.0,6.0,31.0,2021-03-08 23:21:20
441,credible,['bard'],1.0,exculpatory_rateless,0.0,A3GIHD8GJU04MU,3.0,1.0,11.0,2021-03-08 23:23:04
442,credible,['bard'],1.0,exculpatory_rateless,0.0,A1FVDI98ZESRLP,6.0,6.0,30.0,2021-03-08 23:25:39
443,inculpatory,['bard'],0.0,exculpatory_rateless,0.0,:%20COPIEDA24L97TE1OKBP,5.0,2.0,22.0,2021-03-08 23:27:14
444,inculpatory,['bard'],0.0,exculpatory_rateless,1.0,A1CPVTZAK27YSF,6.0,6.0,31.0,2021-03-08 23:34:05
445,credible,['bard'],0.0,exculpatory_rateless,1.0,AC2KJ7S63KNHG,6.0,6.0,31.0,2021-03-08 23:33:48
446,inculpatory,['bard'],1.0,exculpatory_rateless,1.0,A3B8CHEB2ZS31K,6.0,6.0,31.0,2021-03-08 23:33:31
447,inculpatory,['bard'],1.0,exculpatory_rateless,1.0,AJZEXCH1TSUE1,6.0,6.0,31.0,2021-03-08 23:33:56
448,random,['bard'],0.0,exculpatory_rateless,1.0,A15340BRCER2UO,6.0,5.0,31.0,2021-03-08 23:34:18
449,inculpatory,['bard'],0.0,exculpatory_rateless,1.0,A2NBVTY6FLBEAF,6.0,6.0,31.0,2021-03-08 23:40:23
450,inculpatory,['bard'],0.0,exculpatory_rateless,1.0,A2WYQJ4NPRM45U,6.0,5.0,31.0,2021-03-08 23:53:59
451,random,['bard'],0.0,exculpatory_rateless,1.0,A34AQDMF5GVHVY,6.0,5.0,31.0,2021-03-08 23:56:45
452,random,['bard'],0.0,exculpatory_rateless,1.0,AIRMPT0ELMSVF,6.0,6.0,31.0,2021-03-08 23:58:47
453,credible,['bard'],0.0,exculpatory_rateless,1.0,ACL7PBN5XCOPP,6.0,6.0,31.0,2021-03-08 23:57:37
454,random,['bard'],1.0,exculpatory_rateless,0.0,A3G3TIX6FEMN8R,1.0,1.0,2.0,2021-03-09 00:03:56
455,random,['bard'],0.0,exculpatory_rateless,0.0,A34VLM2UC0JY11,3.0,3.0,16.0,2021-03-09 00:07:35
456,credible,['bard'],1.0,exculpatory_rateless,0.0,A1LFOS4GL90HWU,1.0,1.0,3.0,2021-03-09 00:09:37
457,random,['bard'],1.0,exculpatory_rateless,0.0,AGDJB8B8CDZ71,,,,
458,credible,['bard'],0.0,exculpatory_rateless,1.0,A2PCR8QD4GNB1K,6.0,6.0,31.0,2021-03-09 00:13:37
459,credible,['bard'],0.0,exculpatory_rateless,1.0,ANMD34DNHLOLC,6.0,6.0,31.0,2021-03-09 00:17:38
460,inculpatory,['bard'],0.0,exculpatory_rateless,0.0,A3SUUPLFBSG1T9%20,2.0,2.0,8.0,2021-03-09 00:19:36
461,credible,['bard'],0.0,exculpatory_rateless,1.0,A37DJ6J709DRMJ,6.0,6.0,31.0,2021-03-09 00:19:47
462,inculpatory,['bard'],0.0,exculpatory_rateless,1.0,A2A05ISEDQB78D,6.0,6.0,31.0,2021-03-09 00:19:38
463,inculpatory,['bard'],1.0,exculpatory_rateless,0.0,A2VTUR86NML1F8,5.0,2.0,22.0,2021-03-09 00:24:40
464,credible,['bard'],0.0,exculpatory_rateless,1.0,A3GF6AKYQH9ERB,6.0,6.0,31.0,2021-03-09 00:28:20
465,credible,['bard'],0.0,exculpatory_rateless,1.0,A19Z68L0RHQVWL,6.0,6.0,31.0,2021-03-09 00:31:04
466,random,['bard'],0.0,exculpatory_rateless,1.0,A2Z65HNT8KZZ1V,6.0,6.0,31.0,2021-03-09 00:42:24
467,random,['bard'],1.0,exculpatory_rateless,1.0,ALSMH6OVJJZ12,6.0,6.0,31.0,2021-03-09 00:42:01
468,random,['bard'],1.0,exculpatory_rateless,1.0,A1MF8IRLW6YRF7,6.0,6.0,30.0,2021-03-09 00:47:11
469,inculpatory,['bard'],0.0,exculpatory_rateless,1.0,A3JHXEH79DJ83L,6.0,6.0,31.0,2021-03-09 00:45:51
470,credible,['bard'],0.0,exculpatory_rateless,1.0,A8KDSIY4KBYR4,6.0,6.0,31.0,2021-03-09 00:47:27
471,credible,['bard'],0.0,exculpatory_rateless,0.0,AI8Q28HBCAADK,,,,
472,random,['bard'],1.0,exculpatory_rateless,1.0,A30N7QXF4W4VCM,6.0,6.0,31.0,2021-03-09 00:56:28
473,credible,['bard'],1.0,exculpatory_rateless,0.0,AY9F1A1ITPF2O,5.0,5.0,27.0,2021-03-09 01:09:16
474,random,['bard'],0.0,exculpatory_rateless,0.0,A29H9K3VR4KDNH,4.0,1.0,17.0,2021-03-09 01:08:33
475,credible,['bard'],1.0,exculpatory_rateless,1.0,A3Q9VCRY6LF42L,6.0,4.0,31.0,2021-03-09 01:36:24
476,credible,['bard'],1.0,exculpatory_rateless,0.0,A1YI1H05AQ3ING,,,2.0,2021-03-09 01:43:21
477,credible,['bard'],1.0,exculpatory_rateless,1.0,A1XWBSRUGGNEA2,6.0,6.0,31.0,2021-03-09 01:47:22
478,credible,['bard'],1.0,exculpatory_rateless,0.0,A23NL8JRP9Q0U5,6.0,6.0,29.0,2021-03-09 01:50:43
479,credible,['bard'],0.0,exculpatory_rateless,1.0,A263Y9ZPYSSTB9,6.0,6.0,31.0,2021-03-09 01:50:47
480,random,['bard'],1.0,exculpatory_rateless,1.0,A1SG9J4RVGW9BI,6.0,6.0,31.0,2021-03-09 02:06:00
481,random,['bard'],1.0,exculpatory_rateless,0.0,AM0QVBV8L6QCJ,1.0,1.0,4.0,2021-03-09 02:09:07
482,credible,['bard'],0.0,exculpatory_rateless,0.0,A11V7VINFPF6FM,5.0,2.0,22.0,2021-03-09 02:17:52
483,inculpatory,['bard'],0.0,exculpatory_rateless,1.0,AJOSA0J78FD1A,6.0,6.0,31.0,2021-03-09 02:17:21
484,inculpatory,['bard'],1.0,exculpatory_rateless,1.0,AN1KDUF8Z8MU3,6.0,6.0,31.0,2021-03-09 02:28:16
485,random,['bard'],0.0,exculpatory_rateless,1.0,A1WDKH2DYOYE8X,6.0,6.0,31.0,2021-03-09 02:31:39
486,inculpatory,['bard'],0.0,exculpatory_rateless,1.0,A14ADQ7RUN6TDY,6.0,6.0,31.0,2021-03-09 02:38:26
487,random,['bard'],0.0,exculpatory_rateless,0.0,A3TVSOA76PP1XL,3.0,0.0,11.0,2021-03-09 02:47:05
488,credible,['bard'],1.0,exculpatory_rateless,0.0,A10X7U145THWAS,3.0,0.0,11.0,2021-03-09 02:46:25
489,inculpatory,['bard'],1.0,exculpatory_rateless,1.0,A2Q1WQ4SKCA7VS,6.0,6.0,31.0,2021-03-09 02:48:57
490,random,['bard'],0.0,exculpatory_rateless,1.0,A3PN1UCISGM2BF,6.0,6.0,26.0,2021-03-09 03:01:09
491,credible,['bard'],1.0,exculpatory_rateless,1.0,AAGVQLRLC6J19,6.0,6.0,31.0,2021-03-09 02:58:14
492,credible,['bard'],0.0,exculpatory_rateless,0.0,A2XQNH1LPC4JU,,,,
493,random,['bard'],0.0,exculpatory_rateless,1.0,A3VCIQR4E74K0U,6.0,5.0,31.0,2021-03-09 03:01:00
494,inculpatory,['bard'],1.0,exculpatory_rateless,1.0,A3L7TVDAMZM0FG,6.0,6.0,31.0,2021-03-09 03:06:07
495,random,['bard'],1.0,exculpatory_rateless,0.0,A1AL6YXN76OLGW,,,2.0,2021-03-09 03:06:56
496,credible,['bard'],0.0,exculpatory_rateless,0.0,A22VZZFOP9D3GC,,,1.0,2021-03-09 03:18:05
497,inculpatory,['bard'],0.0,exculpatory_rateless,0.0,A15VCG7KA6V73R,5.0,2.0,22.0,2021-03-09 03:29:39
498,credible,['bard'],0.0,exculpatory_rateless,1.0,A113XPG6TXPMO2,6.0,6.0,31.0,2021-03-09 03:47:54
499,inculpatory,['bard'],0.0,exculpatory_rateless,1.0,A22BHAGI31AYR3,6.0,6.0,31.0,2021-03-09 03:49:37
500,credible,['bard'],0.0,exculpatory_rateless,1.0,AOEO9ZV81R0I4,6.0,6.0,31.0,2021-03-09 03:50:16
501,inculpatory,['bard'],1.0,exculpatory_rateless,0.0,A2K840Y1QJFBZS,3.0,0.0,11.0,2021-03-09 03:54:09
502,inculpatory,['bard'],1.0,exculpatory_rateless,1.0,A1VR16PZW73C68,6.0,5.0,31.0,2021-03-09 04:10:05
503,random,['bard'],0.0,exculpatory_rateless,1.0,A83YN965RRQBF,6.0,6.0,31.0,2021-03-09 04:14:58
504,inculpatory,['bard'],0.0,exculpatory_rateless,1.0,A1TGSYR7H0PKEI,6.0,6.0,31.0,2021-03-09 04:24:07
505,random,['bard'],0.0,exculpatory_rateless,1.0,A1WZY0K6IE3ASG,6.0,6.0,31.0,2021-03-09 04:28:17
506,inculpatory,['bard'],1.0,exculpatory_rateless,1.0,A2DVCDDVI697QR,6.0,6.0,31.0,2021-03-09 04:40:58
507,credible,['bard'],1.0,exculpatory_rateless,1.0,A1KMH9Q8NHKLXV,6.0,6.0,31.0,2021-03-09 04:41:21
508,credible,['bard'],1.0,exculpatory_rateless,1.0,A3HT6YYXPBRKN3,6.0,6.0,31.0,2021-03-09 04:40:22
509,random,['bard'],0.0,exculpatory_rateless,1.0,ANBQ5S0ZDCC19,6.0,6.0,31.0,2021-03-09 04:50:27
510,inculpatory,['bard'],1.0,exculpatory_rateless,1.0,A3A2SOD3TEJV0D,6.0,6.0,31.0,2021-03-09 05:30:05
511,credible,['bard'],1.0,exculpatory_rateless,0.0,A3VXUWPOPPPEI2,5.0,2.0,22.0,2021-03-09 05:35:37
512,credible,['bard'],1.0,exculpatory_rateless,1.0,A2IKTVTCWCZH1R,6.0,6.0,31.0,2021-03-09 05:35:59
513,random,['bard'],0.0,exculpatory_rateless,1.0,A2NHP55T9ZX86Q,6.0,5.0,31.0,2021-03-09 05:48:20
514,credible,['bard'],0.0,exculpatory_rateless,0.0,A2MMDG116J28FC,3.0,0.0,11.0,2021-03-09 06:19:00
515,inculpatory,['bard'],0.0,exculpatory_rateless,1.0,A3S6OLEO6D950C,6.0,6.0,31.0,2021-03-09 06:56:03
516,random,['bard'],1.0,exculpatory_rateless,0.0,testforscreens,,,,
